,title,publication_date,source,doi,abstract,tags,authors,url,citation_count,search_string
70,Improving forest governance or messing it up? Analyzing impact of forest carbon projects on existing governance mechanisms with evidence from India,2020-01-01,Forest Policy and Economics,10.1016/J.FORPOL.2019.102080,"Abstract This research analyses the interactions and impacts of forest carbon projects on existing governance mechanisms viz. policies, institutions and implementation structures. It critically evaluates the assumption that forest carbon projects always result in improved governance of resources. Empirical evidence from a World Bank funded project in the state of Himachal Pradesh in India suggests that these projects might conflict with existing policies and complicate property relations on the ground. These projects might be used by powerful stakeholders as a tool to scuttle the progressive policy reforms. In the case of Himachal Pradesh, state bureaucracy and local elites have used forest carbon project to thwart the progressive policy provisions of HP common land vesting and utilisation (Amendment) Act 2001 and Forest Rights Act 2006, which were enacted to recognise individual and community rights on the community and forest lands respectively. Similarly, existing institutional issues related to lack of inclusiveness, participation and transparency have been exacerbated by the availability of increased resources from the project. Project activities such as fencing and changing land use of community pastures through plantations can adversely impact local livelihoods. Hence, it is imperative to undertake a comprehensive assessment of potential risks and conflicts before implementation of such projects.","Vesting,Transparency (graphic),Livelihood,Land use,Environmental resource management,Environmental planning,Empirical evidence,Economics,Corporate governance,Common land,Carbon project,Stern Review,Stern,Political economy of climate change,Limiting,Land use, land-use change and forestry,Greenhouse gas,Reducing emissions from deforestation and forest degradation,Public policy,Intact forest landscape,Natural resource economics,Livelihood,Global warming,Reducing emissions from deforestation and forest degradation,Land use,Greenhouse gas,Sustainable development,Reducing emissions from deforestation and forest degradation,Policy making,Tourism,Symbolic power,Social science,Politics,Political science,Natural resource management,Vulnerability,Transformational leadership,Subjectivity,Status quo,Socioeconomics,Property rights","Ashish Aggarwal,Nicholas Stern,Ottmar Edenhofer,Ramón Pichs-Madruga,Youba Sokona,Jacob Wesley Phelps,Edward L. Webb,Arun Agrawal,Ashwini Chhatre,Arun Agrawal,Lera Miles,Valerie Kapos,Arun Agrawal,Daniel Nepstad,Ashwini Chhatre,Dan Brockington,Rosaleen Duffy,James Igoe,Jesse Craig Ribot,Siri H. Eriksen,Andrea J. Nightingale,Hallie Eakin,Anne M. Larson,Maria Brockhaus,William D. Sunderlin,Amy Duchelle,Andrea Babon",https://pubag.nal.usda.gov/catalog/6786770,2,carbon project agriculture
71,Construction Quality Control of Low Carbon Project——A Case Study on Shenzhen International Low Carbon City Convention Center,2013-01-01,Advanced Materials Research,,"Low carbon building construction quality not only directly relates to the owners, supervision and con-struction unit enterprise, but also affects carbon concept and the spread of low carbon industries in domestic. Therefore, mainly focuses on Shenzhen international low carbon city convention and exhibition center project, to summarize how to strengthen the quality management control for low carbon buildings, and puts forward related solution strategies to propose reference for similar project.","Quality management,Metallurgy,Exhibition,Engineering,Convention,Civil engineering,Carbon project,Carbon,Building construction,Architectural engineering,Strategic planning,Secondary sector of the economy,Metallurgy,Tourism,Sustainable development,Low-carbon economy,Pillar,Natural resource economics,Low-carbon economy,Urbanization,Urban planning,Environmental planning,Small business,Simulation,Network layout,Waste management,Tertiary sector of the economy,Metallurgy,Natural resource economics,High energy,Greenhouse gas,Sustainable development,Natural resource economics,Natural resource,System construction,Professional services,Low-carbon economy,Pillar,Natural resource economics,Low-carbon economy","Ding Zhenghon,Xiao Ying Cui,Hui Ming Li,Lei Wang,Li Ping,Zhang Donglian,Yan Xin,Li Ta,Lian Long Wang,Hui Gao,Alex Wu Ya Zhong,Wei Yan,Ye Zhi Liu,Gao Yua,Xiao Zhu Deng,Yu Yang,Liang Feng Shen,Qian Li,Jian Wen Cao,Xuguang Zhao,Conggong An,Xuechan Li",http://en.cnki.com.cn/Article_en/CJFDTOTAL-JZJJ201402011.htm,0,carbon project agriculture
72,56 Digital patient information leaflet: an innovative approach,2019-01-01,The Poster,10.1136/LEADER-2019-FMLM.56,"Issue Non availability of paper leaflets for patients for sexual health conditions and contraception in our clinic due to the lack of logistics necessitated to start a quality improvement project. Innovative idea proposed Newer generation smart phones have camera with built in QR code scanner and does not require an App to scan the QR code. We utilized this opportunity for our innovation. Project journey A survey was conducted among sexual health clinic staffs on tools used for distribution of patient information leaflets and acceptability of QR code and short url for usage. Survey findings were presented and discussed at a departmental educational meeting. QR codes linking to official BASHH and FPA online patient information leaflets were created from trust Microsoft word software and displayed as small stickers at clinic rooms for usage. Feedback from users was obtained after 6 months. On the second stage of the project, bit.ly codes were created for different clinic sites and were incorporated to the second version of QR codes. It was exceptionally approved by clinic staff for usage with good positive usage feedback. Technical knowledge of team members and patients were initial challenges, but it did not create a big hurdle as many of our patients are youngsters and Londoners. The total budget for this low carbon project was zero. It solved our clinic logistics requirement at no extra cost. Lessons learnt Innovative approaches works and encouraging team members and supporting them during innovations can bring positive improvement to the service. Changes can be proposed and implemented as early as possible if it is of no harm to patients and staffs. Team involvement and communication are essential for a successful project.","Word processing,Software,Sexual health clinic,Reproductive health,Quality management,Package insert,Medical education,Harm,Ecology,Carbon project,Biology,Quality management,Project team,Nursing,Success factors,Project team,Patient record,Surgery,Specific-information,Process management,Telematics,Personally identifiable information,Patient satisfaction,Software,Smart card,Personal identification number,User-centered design,Usability,Requirements analysis,Service provider,Service design,Internet privacy,Psychiatric hospital,Medicine,Medical record,World Wide Web,Software,Record keeping,User interface,Software versioning,Software","Venkateshwaran Sivaraj,Ruslan Artykov,Anatole Menon-Johansson,John Øvretveit,Tim Scott,Thomas G. Rundall,Stephen M. Shortell,Mats Brommels,Muhammad F. Walji,David Taylor,James R. Langabeer,John A. Valenza,B. K. C. Ong,Pavlopoulos S,Prentza A,Kyriacou E,Marinos S,Stasis A,Lavoie G,Tremblay L,Durant P,Papillon Mj,Bérubé J,Jose Edgar Carabali,Andrés Solano,Zuli T. Galindo-Estupiñan,Carlos Aceves-Gonzalez,John A. Rey-Galindo,Elvia Luz Gonzalez-Muñoz,Martín-Baranera M,Planas I,Palau J,Sanz F,DS Wijesekara,Pls Peiris,DS Fernando,Tdn Palliyaguru,Wadn Fonseka,Tatiana Denise Godinho Spreng da Rocha,Carlos Fernando Paleo da Rocha,Clarissa Garcia Rodrigues,Patricia Dias,Silvia Goldmeier",https://bmjleader.bmj.com/content/leader/3/Suppl_1/A21.1.full.pdf,0,carbon project agriculture
73,"Global Carbon Project (GCP) Projects in Collaboration with Decarbonisation, Urban, Finance & Economics KANs",2018-01-01,IEEE Transactions on Intelligent Transportation Systems,10.5363/TITS.23.4_78,,"Simulation,Engineering management,Engineering,Carbon project,Urban heat island,Smart grid,Smart city,Urban resilience,Urban planning,Urban design","Yoshiki Yamagata,Yoshiki Yamagata,Hajime Seya,Yoshiki Yamagata,Hiroshi Maruyama",https://www.jstage.jst.go.jp/article/tits/23/4/23_4_78/_article/-char/ja,0,carbon project agriculture
74,"Cost to produce carbon credits through fluctuating harvest levels in British Columbia, Canada",2016-01-01,Canadian Journal of Forest Research,10.1139/CJFR-2016-0132,"The forest inventory of an actively managed forest estate in the Coast Forest Region of British Columbia was used to investigate the potential of fluctuating harvest levels to produce carbon credits. Fluctuating harvest levels allowed the target harvest level to fluctuate between the baseline and a starting target harvest level (set at a lower level than the baseline) over the 25 year life of the carbon project. Carbon credits continued to be produced for 4–15 years following the harvest adjustment from the starting level to the baseline level. The production of carbon credits for the fluctuating harvest schedules was highest when the starting harvest level was held for 10–15 years, and the baseline level was held for the remainder of the carbon project life. Carbon credit production was sensitive to the initial age class structure of the forest estate, the harvest priority algorithm, the starting target harvest level, and the timing of harvest adjustment from the starting level to the baseline level. The...","Forestry,Forest management,Forest inventory,Carbon sequestration,Carbon project,Carbon price,Carbon offset,Carbon credit,Biology,Age class structure,Stern Review,Stern,Political economy of climate change,Water scarcity,Natural resource economics,Greenhouse gas,Soil carbon,Land use, land-use change and forestry,Land use,Tree species,Spatial distribution,Realized niche width,Subsidy,Natural resource economics,Incentive,Greenhouse gas,Fossil fuel,Ecosystem,Western Hemlock,Tsuga,Northwest U.S.,Taiga,Soil organic matter,Soil carbon,Variable cost,Transaction cost,Process costing,Stock (geology),International accounting,Forestry","Cosmin Dumitru Man,Kevin C Lyons,John D. Nelson,Gary Bull,Nicholas Stern,William R. Cline,W.A. Kurz,C.C. Dymond,T.M. White,G. Stinson,C.H. Shaw,Andreas Hamann,Tongli Wang,Kenneth R. Richards,Carrie Stokes,T. C. Lemprière,W. A. Kurz,E. H. Hogg,C. Schmoll,G. J. Rampley,Mark E Harmon,Barbara Marks,Brad Seely,Clive Welham,Hamish Kimmins,Christopher S. Galik,David M. Cooley,Justin S. Baker,Werner A Kurz,Mike Apps,Ed Banfield,Graham Stinson",https://tspace.library.utoronto.ca/bitstream/1807/73505/1/cjfr-2016-0132.pdf,0,carbon project agriculture
75,Research on Company's Internal Carbon Emission Trading Market,2010-01-01,"China Population, Resources and Environment",,"Along with the intensification of global climate change,companies begin to realize the importance of climate change as a strategic issue.Effective reduction of green house gases emission during their operation is critical to companies' sustainable development.However,most companies lack reduction motives,which require motivation not only from external environment,but also from the internal one.The self-enforcing mechanism can only be constructed with the reform of companies' current operating system,while the internal carbon emission trading market is a wise choice.It is based on the internal marketalization theory and ""cap-and-trade"" concept to distribute and trade emission rights among the internal departments or units.It includes three inter-related sub-markets,which are carbon trust market,carbon project market and actual carbon trade market.A good operation of the internal market also requires a triple-support system,which are composed of a reasonable organized carbon fund,emission rights' clarification,and the perfect supervision system.It is indicated that the internalte carbon emission trading market could significantly improve carbon reduction performances and encourage companies to meet the opportunities and challenges that climate change brings soas to survive future competitive environment and realize their sustainable development.","Sustainable development,Greenhouse gas,Global warming,Environmental resource management,Environmental economics,Emissions trading,Economics,Domestic market,Commerce,Climate change,Carbon project,Carbon emission trading,Offset (computer science),International market,International economics,Natural resource economics,Market structure,Market participant,Waste management,Natural resource economics,Low-carbon economy,Waste management,Market microstructure,International economics,Market liquidity,Industrial organization,Engineering,Sustainable development,Market microstructure,Industrial organization,Market microstructure,Low-carbon economy,International economics,Order (exchange),Mathematics,Mathematical optimization,Market power,Market economy,Joint Implementation,Monitoring system,Market development,International economics","Wang Jing-min,Feng Ba,Paul R Thiers,Yonggong Liu,Franck Lecocq,Karan Capoor,Cheng Chengping,Zhang Xu,Fuwei Zhang,Ying Guo,Xiaoping Chen,Yifei Hua,Feng Dong,Yang Zheng-dong,Xiu Ju-hu,Qi Zhu,Wei Zhi-mi,Yang Hai-zhen",http://en.cnki.com.cn/Article_en/CJFDTOTAL-ZGRZ201108021.htm,0,carbon project agriculture
76,"Development of an agroforestry carbon sequestration project in Khammam district, India",2007-01-01,Mitigation and Adaptation Strategies for Global Change,10.1007/S11027-006-9067-0,"This paper addresses methodological issues in estimating carbon (C) sequestration potential, baseline determination, additionality and leakage in Khammam district, Andhra Pradesh, southern part of India. Technical potential for afforestation on cultivable wastelands, fallow, and marginal croplands was considered for Eucalyptus clonal plantations. Field studies for aboveground and belowground biomass, woody litter, and soil organic carbon for baseline and project scenarios were conducted to estimate the carbon sequestration potential. The baseline carbon stock was estimated to be 45.3 t C/ha, predominately in soils. The additional carbon sequestration potential under the project scenario for 30 years is estimated to be 12.8 t C/ha/year inclusive of harvest regimes and carbon emissions due to biomass burning and fertilizer application. Considering carbon storage in harvested wood, an additional 45% carbon benefit can be accounted. The project scenario has a higher benefit/cost ratio compared to the baseline scenario. The initial investment cost requirement, however, is high and lack of access to investment is a significant barrier for adoption of agroforestry in the district.","Soil carbon,Greenhouse gas,Economics,Carbon sequestration,Biomass,Bio-energy with carbon capture and storage,Baseline (configuration management),Agroforestry,Afforestation,Additionality,Soil science,Soil retrogression and degradation,Soil organic matter,Temperate climate,Soil carbon,Reforestation,Soil texture,Nutrient,Linear regression,Terrestrial ecosystem,Greenhouse gas,Global warming,Sustainable development,Sustainability,Natural resource economics,Land use, land-use change and forestry,Forestry,Environmental science,Soil science,Soil organic matter,Soil carbon,Leakage (electronics),Land use, land-use change and forestry,Kyoto Protocol,Temperate climate,Softwood,Regression analysis,Tropics,Temperate forest,Temperate climate","P. Sudha,V. Ramprasad,M. D. V. Nagendra,H. D. Kulkarni,N. H. Ravindranath,W. M. Post,K. C. Kwon,K.I. Paul,P.J. Polglase,J.G. Nyakuengama,P.K. Khanna,Michael A. Cairns,Sandra Brown,Eileen H. Helmer,Greg A. Baumgardner,Alain Albrecht,Serigne T Kandji,N.H. Ravindranath,D.O. Hall,K.G. MacDicken,William H Schlesinger,Kenneth M. Chomitz,Werner A. Kurz,Sarah J. Beukema,Michael J. Apps,Jack K. Winjum,Robert K. Dixon,Paul E. Schroeder",https://econpapers.repec.org/article/sprmasfgc/v_3a12_3ay_3a2007_3ai_3a6_3ap_3a1131-1152.htm,9,carbon project agriculture
77,An Analysis of Common Forest Management Practices for Carbon Sequestration in South Carolina,2019-01-01,Forests,10.3390/F10110949,"South Carolina (SC) has a variety of different forest types, and they all have potential to sequester a certain amount of carbon. Private forest landowners control a significant portion of the overall forestland in SC, and their management efforts can maintain or improve forest carbon stocks. Currently, the second largest carbon market in the world is the California Carbon Market, which gives a monetary value to sequestered carbon. One carbon credit is equal to one metric ton of carbon and is currently worth around $15.00. Forest management plans are geared toward increasing carbon sequestration over time. This study aims to educate forest landowners about various forest management practices that contribute to increasing carbon stocks by looking at various forest types and locations in SC and their current and projected carbon stocks. Forest Inventory Analysis (FIA) data were utilized in the Forest Vegetation Simulator (FVS) to project carbon sequestration for 100 years for 130 plots. A variety of management practices were employed to see the variance in carbon sequestration. Results showed that carbon sequestration would increase for certain management practices such as thinning and prescribed fire. Clear cutting over time was harmful to sequestration. This data will be beneficial for forest landowners interested in a carbon project and those interested in seeing how different management practices affect carbon sequestration.","Thinning,Forest management,Forest inventory,Clearcutting,Carbon sequestration,Carbon project,Carbon credit,Carbon,Biology,Agroforestry,Woodland,Vulnerability,Greening,Reforestation,Forestry,Forest management,Global warming,Forest restoration,Forest ecology,Soil water,Soil retrogression and degradation,Soil organic matter,Vegetation,Terrestrial ecosystem,Pinaceae,Natural processes,Global warming,Environmental science,Greenhouse gas,Forest management,Environmental protection,Stock (geology),Land use, land-use change and forestry,Forest inventory,Vegetation,User interface,Stand development,Sustainable forest management,Forest management,Forest inventory","Lucas Clay,Marzieh Motallebi,Bo Song,Craig D. Allen,David D. Breshears,Nathan G. McDowell,Jingyun Fang,Anping Chen,Changhui Peng,Shuqing Zhao,Longjun Ci,Rupert Seidl,Dominik Thom,Markus Kautz,Dario Martin-Benito,Mikko Peltoniemi,R. Lal,W. R L Anderegg,Christopher R Schwalm,F. Biondi,J. J. Camarero,George W Koch,Sean M. McMahon,Geoffrey G. Parker,Dawn R. Miller,Richard A. Birdsey,Kurt Pregitzer,Alan Lucier,Peter B. Woodbury,James E. Smith,Linda S. Heath,Nicholas L. Crookston,Gary E. Dixon,Jared S. Nunery,William S. Keeton",https://www.mdpi.com/1999-4907/10/11/949/pdf,0,carbon project agriculture
78,RECENT RESULTS FROM EO STUDIES ON INDIAN CARBON CYCLE ASSESSMENT,2012-01-01,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",10.5194/ISPRSARCHIVES-XXXVIII-8-W20-3-2011,"The monsoon based climate system, diverse land use and land cover distribution and cultural practices poses complex issues in monitoring, assessment and simulation of Indian carbon cycle. Several studies reported lack of spatially and temporally consistent databases, need for calibration and validation of models, and development of national frame work to maintain consistency and completeness in efforts and reduction of uncertainty. Considering the need, as part of ISRO Geosphere Biosphere Programme, National Carbon Project (NCP) initiative was taken up to understand and assess land, atmosphere and oceanic components of carbon cycle with a significant scope for integration of remote sensing, geospatial and process based models. The results from the initial studies are discussed in the paper. An increase of the country's forest carbon stocks from 6244.8 to 6621.6 Mt with an annual increment of 37.7 Mt of the carbon from 1995 to 2005 is reported. In the national scale, CASA model based average annual NPP is estimated to be 1.5 Pg C Yr -1 and is increasing at the rate of 0.005 Pg C Yr -2 during past 25 years from 1981–2006. Analysis of Mid tropospheric CO 2 levels retrieved from AIRS data since 2002 till now revealed increasing rate of CO 2 at 2.14 ppmv yr -1 . It was also o found that biosphere uptake over India and oceanic uptake over the south Indian Ocean could play positive role on the control of seasonal variability of atmospheric carbon dioxide growth rate The paper presents further details on different sub components, recent results and challenges ahead of the project.","Monsoon,Land use,Land cover,Geography,Climatology,Carbon project,Carbon dioxide in Earth's atmosphere,Carbon cycle,Carbon,Biosphere","V. K. Dadhwal,S. P. S. Kushwaha,S. Singh,N. R. Patel,R. K. Nayak,P. Patil,C. B. S. Dutt,M. S. R. Murthy,C. S. Jha,G. Rajsekhar,G. S. Pujar,S. Trivedi,N. Sharma,M. M. Ali",https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XXXVIII-8-W20/3/2011/isprsarchives-XXXVIII-8-W20-3-2011.pdf,2,carbon project agriculture
79,Exploring Explainable Range of In-situ Portable CO2 Sensor Signatures for Carbon Stock Estimated in Forestry Carbon Project,2019-01-01,Sensors and Materials,10.18494/SAM.2019.2522,,"Process engineering,Materials science,Electronic engineering,Carbon stock,Carbon project,Carbon dioxide sensor,Soil science,Sample plot,Multiple factors,Soil water,Greenhouse gas flux,Flue gas","Young-Seok Hwang,Jung-Joo Lee,Seong-Il Park,Jung-Sup Um,Yin MingFang,Yang Lin,Yin WeiDa,Bi GangRui,Zhang YanHui,ブルーノ・ディ・ブイ・マリノ",http://dx.doi.org/10.18494/sam.2019.2522,0,carbon project agriculture
80,Poroelastic model-based time-lapse modeling of the Quest carbon storage project in Alberta,2015-01-01,Seg Technical Program Expanded Abstracts,10.1190/SEGAM2015-5905456.1,,"Poromechanics,Petroleum engineering,Geotechnical engineering,Geology,Carbon storage","Shahin Moradi,Don C. Lawton,Edward S. Krebes",https://www.onepetro.org/conference-paper/SEG-2015-5905456,0,carbon project agriculture
81,SWOT Analysis on Agriculture Carbon Sequestration Project with Straw Return to Field as Target,2010-01-01,Journal of Anhui Agricultural Sciences,,"SWOT analysis method was adopted to analyze the inner strengths,weakness,outer opportunity and threats of the development of agriculture carbon sequestration project in Baoji,and reasonable proposals were proposed.The results showed that we should build the carbon trade market,and form the system of the paid use of the environment,encourage technological innovation,establish the carbon fund,intensify propaganda,promote the agriculture carbon sequestration development and provide references for the formation of agriculture carbon sequestration market.","Straw,SWOT analysis,Natural resource economics,Emissions trading,Carbon sequestration,Carbon,Business,Agroforestry,Agriculture,Waste management,Straw,SWOT analysis","Cheng Hong,Fujun Cui,Hefang Wang,Zhixiang Jiang,Hao Zheng",http://en.cnki.com.cn/Article_en/CJFDTOTAL-AHNY201131132.htm,1,carbon project agriculture
82,Political environment and voluntary disclosure in the U.S.: Evidence from the Carbon Disclosure Project,2018-01-01,Journal of Public Affairs,10.1002/PA.1637,"We investigate whether the political leaning of the state where a given firm is headquartered is related to that firm's decision to voluntarily disclose climate change information. We study S&P 500 firms that were surveyed by the Carbon Disclosure Project (CDP) and find that firms headquartered in more Democratic states are more likely to disclose carbon emissions information to the CDP. Furthermore, firms in more Democratic states are more likely to permit public disclosure of their survey responses and tend to receive higher disclosure scores. We consider two political variables, one based on political power and one based on public political preference. Our results are consistent with political power driving the firm's willingness to voluntarily disclose information about climate change. These results suggest that the relation between the political environment and disclosure is more closely linked to concerns over regulatory threats as opposed to acquiescence to social norms.","Voluntary disclosure,Social responsibility,Public relations,Public disclosure,Politics,Norm (social),Economics,Democracy,Acquiescence,Voluntary disclosure,Sustainability reporting,Social responsibility,Simultaneous equations,Sander,Public relations,Sustainability,Spillover effect,Social movement,Public relations,Legitimacy theory,Industry classification,Stakeholder,Sociology,Social accounting,Tonne,Natural resource economics,Greenhouse gas,Social responsibility,Politics,Organizational culture,Voluntary disclosure,Shareholder,Profitability index,Sustainability,Stakeholder theory,Secondary sector of the economy,Valuation (finance),Greenhouse gas,Global warming","Scott Hoover,Stephan Fafatas,Peter M. Clarkson,Yue Li,Gordon D. Richardson,Florin P. Vasvari,Charles H. Cho,Dennis M. Patten,Erin Marie Reid,Michael W. Toffel,Dennis M. Patten,Jan Bebbington,Carlos Larrinaga,José Maria Mariano Moneva,Ella Mae Matsumura,Rachna Prakash,Sandra C. Vera-Muñoz,Alberta Di Giuli,Leonard Kostovetsky,Ramin Gamerschlag,Klaus Möller,Frank Verbeeten,Stephen Brammer,Stephen Pavelin,Jan Bebbington,Carlos Larrinaga-González",https://onlinelibrary.wiley.com/doi/10.1002/pa.1637,3,carbon project agriculture
83,Research of “Resource Sharing”for Sports Lottery “Snow-Carbon Project”and PE Stadium——The Example of Stadium and Gym by No. 2 Middle School in Lincheng County,2012-01-01,Journal of Beijing Sport University,,"This research focuses on the sports lottery which is called ""snow-carbon project""in integrated fitness stadium of Lincheng county and the""Resources Sharing""project implemented in the sports gym by Lincheng county No.2 middle school as its research object.Through questionnaire investigation and on-field survey,the research proved that the management method of the above two projects benefited the whole system of physical education and the sports facilities,maximize the contribution of the sports gym to the physical education and the comprehensive fitness program.In order to better the effect of the cooperative power of the snow carbon project sports stadiums together with the schools gym,we should plan the layout of the various sports reasonably like venues,multiple finance,sound security management system,the establishment of long-lasting,etc.It is anticipated that this research can provide the effective suggestion and the practical inspiration on the use of the national stadium.","Whole systems,Stadium,Sport management,Shared resource,Security management,Physical education,Marketing,Lottery,Engineering,Carbon project,Advertising,Sports stadium,Sport management,Socialist market economy,Sport management,Shared resource,Literature study,Tertiary sector of the economy,Stadium,Sports stadium,Urban planning,Supply and demand,Stadium,Virtual network,The Internet,Stadium,Sport management,Sociology,Public relations,Stadium,Sports marketing,Sport management,Sports stadium,Sport management,Socialization,Stadium,Sport management,Public relations,Yearbook,Statistics,Sport management","Kang Jian,Zhong Tian-lang,Yuan Jie,Peng Guo-qian,LI Yan-ling,Wang Jing,Fang Fangyan,Li L,Jinag Dong,Xu Jin,BI Hongxing",http://en.cnki.com.cn/Article_en/CJFDTOTAL-BJTD201306023.htm,0,carbon project agriculture
84,Research and development of retrofitted iron-making processes in ULCOS project,2010-01-01,World Iron & Steel,,"The paper introduces the progress of the retrofitted iron-making processes(BF Top Gas Recycling and ULCORED Process)in ULCOS,the largest low carbon project aiming at saving energy and reducing emission in iron and steel industry worldwide at present;indicates the instructive function of ULCOS retrofitted iron-making technique to the development of iron-making process in future;briefly explains and appropriately comments the iron-making technique related to ULCOS;provides the reference of low carbon iron-making technical routine to the iron and steel plant,specially for the plant having a long process flow in view of self-development,positioning and planning of technical upgrade.","Upgrade,Steel mill,Process engineering,Forensic engineering,Engineering,Carbon project,Waste management,Steelmaking,Smelting,Steelmaking,Steel mill,Production line,Timeline,Steelmaking,Process engineering,Waste disposal,Steel mill,Reuse,Waste management,Steelmaking,Steel mill,Waste management,Waste disposal,Steel mill,Waste management,Scrap,Iron ore,Waste management,Triple bottom line,Sustainable development,Waste management,Sustainable development,Scrap","Wang Dongyan,M. Abdul Quader,Shamsuddin Ahmed,S.Z. Dawal,Y. Nukman,Fuming Zhang,Jianxin Xie,Thomas Buergler,Irmela Kofler,Fu Ming Zhang,Xiang Long Meng,Chao Zhen Cao,Lin Li,Wen Qiang Sun,Jiu Ju Cai,Da Wei Zhang,Duo Jiao Guan,Fuming Zhang,Comfort Ramakgala,Gwiranai Danha,Jitesh Kumar Singh,Arun Kumar Rout,Wang Hou",http://en.cnki.com.cn/Article_en/CJFDTOTAL-SJGT201101008.htm,0,carbon project agriculture
85,Analysis of the Feasibility of Forest Carbon Sequestration under the CDM in Heilongjiang Province,2011-01-01,China Forestry Economy,,"Through the analysis of the natural conditions,forest resources conditions,policy environment of forestry carbon project and afforestation technology in Heilongjiang province,by use of comparative analysis,this article points out that carbon sequestration under the CDM in Heilongjiang province meets the standard of crediting period,land of qualification,therefore,it is feasible.Finally,the article suggests that we should strengthen the forestry fund,science and technology investment,pay great attention to the talents cultivation and infrastructure construction,and thus promote harmonious and sustainable development of the economy,society and environment in Heilongjiang province with the current opportunity.","Sustainable development,Reforestation,Forest resource,Environmental protection,Countermeasure,Carbon sequestration,Carbon project,Business,Afforestation,Swot ahp,SWOT analysis,Natural resource economics,Sustainable development,Natural resource economics,Limiting,Total quality management,State owned,Resource management,Sustainable management,Forest resource,Forest management,Sustainable development,Natural resource economics,Low-carbon economy,Sustainable development,State owned,Scarcity,Environmental planning,Countermeasure,Business,Tourism,Sustainable development,Social change,Sustainable development,Sustainable Agriculture Innovation Network,Natural resource economics,Sustainable development,Index system,Forestry","LI Dan-dan,Youzhi Wang,Wang Ke-yin,Zhang Chao-hui,Cai Xiao-da,SU Ying-hui,Zhang Xiao-qiu,Xu Ru,Jin Xiang,Cai Fang-ying,Liu Wen-fei",http://en.cnki.com.cn/Article_en/CJFDTOTAL-YQYL201201019.htm,0,carbon project agriculture
86,"The Socio-Economic and Environmental Impacts of the Implementation of Carbon Sequestration in Humbo Woreda,SNNPR, Ethiopia",2014-01-01,Journal of economics and sustainable development,,"Carbon sequestration through forestry can help in the mitigation of global warming. For Africa, carbonsequestration also represents an opportunity to fund sustainable through financial inflows. However, with a lowshare of global carbon trade, there are strong concerns that African countries are losing out this valuableopportunity. Markets for environmental services have been growing in recent years wherein more and morepeople are willing to pay for benefits such as natural beauty, clean water, biodiversity etc. Carbon sequestrationconstitutes an important segment of this market. The study focused on the socio-economic and environmentalimpacts of carbon project implemented in Humbo district SNNPR, Ethiopia. The analysis subsequentlyexamined the benefits that are envisaged from the project and other related issues based on the focus of the study.Quantitative and qualitative methods of research have been applied throughout the investigation. Accordingly,observation, in depth interviews, focus group discussions and questionnaires were used to gather information.The observed status of carbon project tree species and the results from socio economic results are promising toenhance local livelihoods. It also enhances access to wide varieties of environmental goods and services to localcommunities. Since the local communities have had poorly developed infrastructure, limited options forlivelihoods and dependence on subsistence agriculture, the Carbon Project may prove to be beneficial to the localcommunity by providing regular source of income in the form of carbon payments.","Subsistence agriculture,Socioeconomics,Livelihood,Goods and services,Emissions trading,Ecosystem services,Economics,Climate change mitigation,Carbon sequestration,Carbon project,Social research,Secondary research,Quantitative research,Soil organic matter,Soil management,Soil fertility,Primary market,Market price,International economics,Trustworthiness,Rigour,Quantitative research,Secondary research,Research design,Quantitative research,Soil water,Soil salinity,Groundwater recharge,Silver bullet,Natural resource economics,Financial management,Simulation modeling,Poverty,Latin Americans,Sustainable development,Sustainability,Poverty,Unobtrusive research,Social research,Research design","Aklilu Bekele Chorito,Alan Bryman,R. Lal,Karan Capoor,Philippe Ambrosi,Colin Robson,Ranjit Kumar,Robert B. Jackson,Esteban G. Jobbágy,Roni Avissar,Somnath Baidya Roy,Damian J. Barrett,Paul J. Ferraro,Agnes Kiss,Peter G. Jones,Philip K. Thornton,Pete Smith,Daniel Martino,Zucong Cai,Daniel Gwary,Henry Janzen,Earl R. Babbie",https://www.iiste.org/Journals/index.php/JEDS/article/download/26566/27214,0,carbon project agriculture
87,Global Carbon Project (GCP) Beijing Office: a new bridge for understanding regional carbon cycles,2010-01-01,Journal of Geographical Sciences,,人的活动，特别燃烧的石块燃料和土地利用变化，改变了在地球上的气候，人为的碳流动在有在全球碳循环的自然流动的大小变得可比较，这广泛地被接受了。不利后果的现在、潜在的威胁在碳循环，气候变化和人的系统之中在相互作用上集中了科学家，政策制造者和一般公众的注意。亚洲是从环境变化和持续发展观点的一个热点。在这个区域的发展小径和环境变化为地区性的碳循环有明显的后果，甚至为全球碳预算，并且建筑群，多样的聚会，经济和环境条件使理解并且确定高度困难这些后果。 GCP BeijingOffice “将有一个支持并且协调的角色并且将提供协作，在中国并且到亚洲的更大的区域的碳循环科学上的领导和能力大楼“并且”建立，二个国际工程办公室在澳洲的首都和 Tsukuba 基于协调与 GCP 科学和实现框架一致的地区性、全球的策略“。,"Geography,Climatology,Carbon project,Carbon cycle,Beijing","Tao Bo,Cao Mingkui,YU Guirui,Liu Jiyuan,Wang Shaoqiang,Yan Huimin",http://www.geogsci.com/EN/Y2006/V16/I3/375,0,carbon project agriculture
